,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
3879,20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2
3880,33,No,Non-Travel,Research & Development,18,2,Medical,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2
3882,44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2
3883,23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2
3885,53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2
3887,32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0
3888,26,No,Non-Travel,Research & Development,18,2,Medical,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7
3889,55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2
3891,60,No,Travel_Rarely,Sales,17,4,Medical,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0
3892,33,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13
3893,37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3
3895,23,Yes,Travel_Rarely,Research & Development,12,2,Medical,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2
3897,35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4
3899,24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4
3904,24,Yes,Travel_Rarely,Sales,6,2,Medical,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0
3906,26,No,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2
3908,32,No,Travel_Frequently,Sales,1,1,Marketing,Male,2,Laboratory Technician,Married,88580,6.0,Y,16,8,1,10.0,2,5,1,3
3909,31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3
3911,40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,Male,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,1,0,0
3912,24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2
3913,46,No,Travel_Rarely,Research & Development,6,3,Medical,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9
3914,35,No,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Laboratory Technician,Married,24610,2.0,Y,20,8,1,17.0,4,7,0,7
3915,30,No,Travel_Rarely,Sales,9,4,Marketing,Male,1,Laboratory Technician,Married,87220,1.0,Y,17,8,1,10.0,3,10,0,8
3916,47,No,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,1,0,0
3917,46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3
3918,36,Yes,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2
3919,32,Yes,Travel_Rarely,Research & Development,26,3,Medical,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0
3920,23,No,Travel_Rarely,Sales,6,4,Life Sciences,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2
3921,31,No,Travel_Frequently,Sales,3,3,Marketing,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4
3922,39,No,Non-Travel,Research & Development,3,3,Life Sciences,Female,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,9,5,8
3923,32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2
3925,45,No,Travel_Rarely,Research & Development,19,4,Medical,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3
3926,30,No,Travel_Frequently,Sales,9,3,Life Sciences,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7
3927,24,No,Travel_Frequently,Sales,3,4,Marketing,Male,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,2,2,1
3928,30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2
3929,31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2
3930,27,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4
3931,29,Yes,Travel_Rarely,Sales,4,3,Marketing,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2
3933,30,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7
3936,49,No,Travel_Rarely,Sales,3,4,Marketing,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4
3937,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0
3938,38,No,Travel_Frequently,Research & Development,28,3,Medical,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5
3939,31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0
3940,29,No,Travel_Rarely,Research & Development,3,4,Other,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0
3941,30,No,Travel_Rarely,Research & Development,2,1,Medical,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7
3942,32,No,Non-Travel,Research & Development,10,4,Life Sciences,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7
3943,38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0
3947,33,No,Non-Travel,Research & Development,14,3,Other,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7
3948,41,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4
3951,43,No,Travel_Rarely,Sales,16,2,Marketing,Female,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,9,1,8
3952,34,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,2,2
3953,21,Yes,Travel_Rarely,Sales,1,2,Marketing,Male,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,1,1,0
3954,38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4
3955,22,Yes,Travel_Rarely,Research & Development,1,3,Other,Male,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,1,0,0
3956,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7
3957,51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2
3958,37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3
3960,36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7
3961,44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3
3962,37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7
3965,28,No,Travel_Rarely,Sales,9,3,Medical,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3
3966,39,No,Travel_Rarely,Sales,3,4,Marketing,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2
3968,40,No,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2
3969,42,No,Travel_Rarely,Research & Development,7,4,Other,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0
3970,35,No,Non-Travel,Sales,10,1,Life Sciences,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7
3971,38,No,Non-Travel,Sales,6,4,Marketing,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8
3972,34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7
3973,37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8
3974,39,No,Travel_Frequently,Research & Development,2,1,Medical,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2
3975,43,No,Non-Travel,Human Resources,8,5,Medical,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2
3976,41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2
3979,26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4
3980,46,Yes,Travel_Rarely,Research & Development,10,3,Medical,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7
3981,40,No,Travel_Rarely,Sales,27,2,Medical,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3
3982,34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Married,53430,1.0,Y,14,8,0,10.0,5,10,4,8
3984,35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3
3987,54,No,Travel_Rarely,Sales,27,4,Medical,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7
3988,31,No,Travel_Frequently,Sales,8,4,Other,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2
3989,28,No,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2
3991,26,No,Travel_Rarely,Sales,8,3,Marketing,Female,1,Healthcare Representative,Single,30330,1.0,Y,12,8,0,5.0,2,5,1,2
3994,31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Laboratory Technician,Married,21680,0.0,Y,14,8,1,2.0,2,1,0,0
3995,29,Yes,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Manager,Divorced,28530,4.0,Y,14,8,1,4.0,5,2,2,0
3996,45,No,Non-Travel,Sales,1,4,Technical Degree,Male,1,Research Scientist,Married,170480,4.0,Y,15,8,0,10.0,3,8,5,7
3997,36,No,Travel_Rarely,Sales,2,3,Technical Degree,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0
3999,27,No,Travel_Frequently,Sales,8,4,Life Sciences,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2
4000,29,No,Travel_Frequently,Research & Development,6,2,Medical,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10
4003,47,No,Travel_Rarely,Sales,2,2,Life Sciences,Female,5,Manager,Single,31960,4.0,Y,14,8,1,7.0,3,2,2,0
4005,28,No,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Divorced,89660,1.0,Y,16,8,1,3.0,3,3,2,2
4007,42,No,Travel_Rarely,Sales,2,4,Medical,Female,2,Research Director,Single,45390,4.0,Y,17,8,1,8.0,5,0,0,0
4008,32,Yes,Travel_Rarely,Research & Development,1,1,Medical,Male,2,Laboratory Technician,Single,27410,7.0,Y,11,8,0,7.0,3,2,2,2
4010,27,No,Travel_Rarely,Sales,2,3,Life Sciences,Female,5,Research Scientist,Married,45410,1.0,Y,14,8,2,9.0,4,9,5,8
4011,29,No,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,26780,1.0,Y,25,8,1,1.0,3,1,0,0
4014,29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,1,Laboratory Technician,Single,52200,1.0,Y,17,8,0,1.0,3,1,1,0
4015,46,Yes,Travel_Rarely,Research & Development,4,4,Medical,Female,2,Sales Representative,Married,27430,5.0,Y,25,8,1,14.0,1,8,0,7
4019,28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,Male,2,Laboratory Technician,Married,68520,1.0,Y,18,8,1,1.0,2,1,0,0
4020,30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,Female,2,Sales Executive,Single,49500,1.0,Y,12,8,2,1.0,3,1,0,0
4021,22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,2,Laboratory Technician,Single,35790,1.0,Y,19,8,3,1.0,3,1,0,0
4022,36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,1,Sales Executive,Married,131910,1.0,Y,14,8,1,10.0,2,10,1,7
4023,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,5,Manager,Divorced,103770,1.0,Y,14,8,0,10.0,2,10,0,2
4024,34,No,Travel_Rarely,Sales,14,2,Technical Degree,Female,1,Sales Executive,Married,22350,2.0,Y,14,8,1,9.0,2,5,1,0
4025,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,Female,1,Sales Executive,Single,105020,3.0,Y,12,8,0,11.0,4,3,1,2
4026,37,No,Travel_Rarely,Research & Development,7,2,Medical,Male,1,Manufacturing Director,Married,20110,5.0,Y,13,8,0,16.0,4,5,0,4
4027,35,No,Travel_Rarely,Sales,2,1,Technical Degree,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2
4028,45,No,Travel_Rarely,Research & Development,3,3,Medical,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8
4031,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Human Resources,Married,68120,1.0,Y,13,8,0,1.0,2,1,1,0
4032,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,2,Manufacturing Director,Single,51710,0.0,Y,20,8,1,9.0,1,8,0,7
4035,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0
4036,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,Female,5,Sales Executive,Single,25590,1.0,Y,21,8,0,5.0,3,4,1,0
4037,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3
4038,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Sales Executive,Married,66230,5.0,Y,18,8,0,14.0,3,5,1,4
4040,31,No,Travel_Rarely,Sales,9,4,Life Sciences,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4
4041,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1
4044,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3
4045,33,No,Travel_Rarely,Sales,1,3,Life Sciences,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9
4046,28,No,Travel_Frequently,Sales,8,3,Life Sciences,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7
4047,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0
4049,27,No,Travel_Rarely,Sales,3,2,Technical Degree,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2
4058,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3
4060,42,No,Travel_Rarely,Sales,1,3,Life Sciences,Female,1,Sales Executive,Divorced,23720,3.0,Y,12,8,1,14.0,3,0,0,0
4061,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0
4062,35,No,Travel_Rarely,Research & Development,25,1,Medical,Male,1,Sales Executive,Married,54100,0.0,Y,18,8,0,6.0,4,5,0,4
4063,28,No,Non-Travel,Research & Development,21,1,Medical,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4
4064,31,No,Non-Travel,Sales,23,1,Medical,Male,1,Sales Executive,Divorced,38670,1.0,Y,11,8,1,4.0,4,4,2,3
4065,36,No,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Married,28380,1.0,Y,19,8,2,5.0,5,5,0,2
4066,34,No,Travel_Rarely,Sales,2,3,Marketing,Male,4,Healthcare Representative,Single,46950,1.0,Y,16,8,1,14.0,2,14,2,1
4067,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,Female,1,Research Director,Divorced,33390,1.0,Y,16,8,0,9.0,2,8,1,1
4069,29,No,Travel_Rarely,Research & Development,2,4,Other,Male,2,Laboratory Technician,Married,20960,0.0,Y,22,8,0,6.0,2,5,0,2
4070,32,No,Non-Travel,Research & Development,3,1,Life Sciences,Male,3,Manager,Divorced,62090,5.0,Y,17,8,1,9.0,5,5,1,2
4072,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,Female,2,Sales Representative,Divorced,171230,5.0,Y,15,8,1,6.0,2,4,0,3
4074,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Sales Representative,Married,48830,1.0,Y,18,8,1,10.0,1,10,0,9
4075,27,No,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Manager,Single,39040,1.0,Y,15,8,0,7.0,2,7,0,7
4077,31,Yes,Travel_Frequently,Research & Development,2,1,Other,Male,3,Sales Executive,Married,70940,1.0,Y,14,8,1,10.0,2,10,0,8
4078,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,Male,1,Research Scientist,Single,34230,6.0,Y,15,8,1,15.0,4,2,2,2
4079,54,No,Travel_Rarely,Research & Development,14,3,Other,Male,3,Research Scientist,Married,66740,3.0,Y,17,8,1,9.0,2,4,2,3
4080,33,No,Travel_Frequently,Research & Development,2,4,Medical,Female,4,Sales Executive,Divorced,168800,1.0,Y,14,8,3,9.0,2,9,2,8
4081,43,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Research Scientist,Married,90940,1.0,Y,12,8,1,10.0,0,10,0,9
4082,38,No,Travel_Frequently,Research & Development,2,5,Medical,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2
4084,31,No,Travel_Rarely,Sales,6,3,Other,Male,1,Manufacturing Director,Divorced,45340,1.0,Y,13,8,0,1.0,2,1,0,0
4087,31,No,Non-Travel,Research & Development,14,2,Life Sciences,Male,2,Healthcare Representative,Married,23020,4.0,Y,14,8,0,13.0,3,11,4,8
4088,54,No,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Human Resources,Single,23620,6.0,Y,13,8,1,9.0,2,5,1,4
4092,40,No,Travel_Rarely,Research & Development,8,1,Medical,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10
4093,25,No,Travel_Rarely,Sales,20,5,Medical,Female,2,Laboratory Technician,Married,85000,4.0,Y,12,8,0,6.0,2,2,1,2
4094,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7
4095,25,No,Travel_Rarely,Research & Development,7,2,Medical,Male,5,Sales Executive,Divorced,41030,6.0,Y,15,8,1,7.0,2,2,0,2
4097,33,No,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Divorced,140260,1.0,Y,12,8,0,1.0,4,1,0,0
4098,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,2,Sales Executive,Married,68930,0.0,Y,17,8,0,16.0,3,15,5,8
4099,31,No,Travel_Rarely,Research & Development,10,4,Medical,Female,3,Sales Executive,Married,61250,0.0,Y,13,8,1,3.0,3,2,1,2
4101,42,No,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Laboratory Technician,Divorced,100080,6.0,Y,19,8,1,9.0,3,4,1,2
4102,41,No,Travel_Rarely,Sales,2,2,Medical,Male,1,Healthcare Representative,Married,23870,3.0,Y,17,8,1,12.0,1,5,1,0
4103,47,No,Non-Travel,Research & Development,21,2,Medical,Male,1,Sales Executive,Married,46390,0.0,Y,11,8,1,14.0,2,13,5,12
4104,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Healthcare Representative,Married,78980,7.0,Y,15,8,0,5.0,2,2,2,2
4105,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,Male,2,Sales Executive,Single,25340,0.0,Y,11,8,0,4.0,1,3,1,2
4106,35,No,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Sales Executive,Single,131420,1.0,Y,25,8,2,10.0,4,10,0,8
4108,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Manufacturing Director,Single,53630,1.0,Y,13,8,0,6.0,4,6,4,1
4110,32,No,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2
4111,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Sales Executive,Single,134020,7.0,Y,14,8,1,18.0,1,7,1,7
4113,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Manager,Married,63770,1.0,Y,12,8,2,14.0,3,14,5,7
4115,25,No,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manufacturing Director,Divorced,27850,0.0,Y,21,8,0,6.0,2,5,0,4
4116,52,No,Non-Travel,Research & Development,2,4,Other,Male,1,Manager,Divorced,46140,2.0,Y,16,8,1,16.0,3,9,0,0
4117,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,1,Sales Representative,Single,26100,6.0,Y,15,8,0,6.0,2,4,1,2
4118,21,No,Travel_Rarely,Sales,10,5,Medical,Male,3,Research Scientist,Single,66870,1.0,Y,19,8,3,2.0,0,2,1,2
4120,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,61790,1.0,Y,11,8,0,1.0,3,1,1,0
4121,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,2,Laboratory Technician,Married,61200,0.0,Y,19,8,0,10.0,2,9,3,4
4122,36,No,Travel_Frequently,Research & Development,16,1,Medical,Male,2,Sales Executive,Divorced,105960,7.0,Y,15,8,0,18.0,3,4,0,2
4123,56,No,Non-Travel,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Divorced,54670,1.0,Y,20,8,0,13.0,6,13,1,9
4128,34,No,Travel_Rarely,Sales,1,3,Medical,Female,1,Laboratory Technician,Married,62320,1.0,Y,13,8,1,8.0,3,8,1,7
4130,41,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Healthcare Representative,Divorced,40810,2.0,Y,13,8,0,14.0,3,5,0,4
4131,32,No,Travel_Rarely,Sales,9,4,Life Sciences,Female,2,Research Scientist,Single,57690,1.0,Y,11,8,0,4.0,3,4,1,2
4132,35,No,Travel_Rarely,Research & Development,16,3,Medical,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7
4133,38,No,Travel_Rarely,Research & Development,23,3,Medical,Male,3,Sales Representative,Married,39040,1.0,Y,22,8,0,10.0,3,10,1,9
4134,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7.0,Y,14,8,1,12.0,2,6,0,1
4135,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,1,Healthcare Representative,Married,29500,4.0,Y,14,8,0,8.0,1,6,0,0
4137,40,No,Travel_Rarely,Sales,10,4,Life Sciences,Male,1,Research Scientist,Single,93620,2.0,Y,11,8,1,8.0,6,2,2,2
4138,35,No,Travel_Frequently,Sales,7,2,Life Sciences,Male,2,Manufacturing Director,Married,32290,1.0,Y,25,8,0,10.0,2,10,0,2
4140,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,Male,2,Research Scientist,Married,79880,1.0,Y,18,8,0,4.0,3,4,1,1
4141,29,No,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Sales Executive,Married,42840,4.0,Y,11,8,0,10.0,5,4,0,3
4142,29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4
4145,31,No,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0.0,Y,12,8,0,10.0,3,9,1,7
4146,26,No,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0.0,Y,20,8,0,5.0,3,4,0,0
4147,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,13590,4.0,Y,12,8,0,17.0,2,5,0,3
4148,39,No,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4.0,Y,14,8,2,9.0,3,7,1,7
4149,27,No,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1.0,Y,20,8,1,6.0,3,6,0,3
4150,49,No,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2.0,Y,18,8,1,17.0,2,9,0,8
4151,34,No,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,12610,2.0,Y,14,8,1,6.0,6,4,1,2
